scaling_method,dataset_type,dataset_name,label,model,train_samples,test_samples,PLCC,SRCC,KRCC,RMSE
log,s_only,s_only_log,SR,ridge_regression,800,200,0.7051842651969812,0.7095045267848894,0.518600484328667,0.48152513859907614
log,s_only,s_only_log,SR,svr,800,200,0.7042338004426488,0.7095450280708061,0.520711886067888,0.4832234706423753
log,s_only,s_only_log,SR,random_forest,800,200,0.6371506757452149,0.6235030462359228,0.44761716871485563,0.5351082525770725
log,s_only,s_only_log,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
log,s_only,s_only_log,SR,mlp,800,200,0.6837261840057917,0.6742031559655617,0.4884376023397953,0.49529343384922747
log,s_only,s_only_log,S,linear_regression,800,200,0.5443535688246869,0.5716377196714424,0.4036383742973103,0.9133203097869096
log,s_only,s_only_log,S,ridge_regression,800,200,0.8178222669186355,0.8206291312003593,0.6210362337607271,0.4516437998209378
log,s_only,s_only_log,S,svr,800,200,0.8197192487417411,0.8204176257540939,0.6202321732541588,0.44884610115598206
log,s_only,s_only_log,S,random_forest,800,200,0.7742118845709762,0.7702983351823477,0.5686717932704636,0.49593998933972827
log,s_only,s_only_log,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
log,s_only,s_only_log,S,mlp,800,200,0.8103864374383789,0.8005331137279037,0.5990250773934187,0.45954878920561265
log,s_only,s_only_log,U,linear_regression,800,200,0.4518214078311887,0.458699646174594,0.3169862118567913,0.9166082035250968
log,s_only,s_only_log,U,ridge_regression,800,200,0.7909376065511928,0.7956907632211894,0.5993665027745994,0.4792121291325669
log,s_only,s_only_log,U,svr,800,200,0.7786910762937533,0.780459852577869,0.5830695283789155,0.49055924474707174
log,s_only,s_only_log,U,random_forest,800,200,0.7399317679283209,0.7308151992326486,0.5393091341682825,0.528919718964774
log,s_only,s_only_log,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
log,s_only,s_only_log,U,mlp,800,200,0.7643056638395247,0.7706209258127593,0.5705953010637005,0.5032902301464596
log,s_only,s_only_log,O,linear_regression,800,200,0.5576310835213486,0.5819034669031752,0.42001265367469975,1.2079123342170082
log,s_only,s_only_log,O,ridge_regression,800,200,0.8326581366217755,0.8318984042323802,0.6379385295308171,0.5979073166378557
log,s_only,s_only_log,O,svr,800,200,0.8188796135926101,0.8152785268306573,0.6243621597843585,0.6197443733565663
log,s_only,s_only_log,O,random_forest,800,200,0.7850904270657816,0.7779946193601196,0.5878568100216587,0.6741068482851085
log,s_only,s_only_log,O,gbm,800,200,0.828618222652689,0.8203052165886041,0.6318040217194544,0.6063547760471781
log,s_only,s_only_log,O,mlp,800,200,0.8395432888938014,0.8360708117411028,0.6439724716403543,0.5873888626594357
log1p,all_features,all_features_log1p,TSV,linear_regression,800,200,0.6203763841211617,0.6232732255005399,0.446015153814967,0.6645247379609536
log1p,all_features,all_features_log1p,TSV,ridge_regression,800,200,0.8444383007758226,0.8259364600597792,0.6379621287735678,0.3583558960469557
log1p,all_features,all_features_log1p,TSV,svr,800,200,0.8317048672468019,0.8027602896556384,0.6184455076299784,0.37240618983660445
log1p,all_features,all_features_log1p,TSV,random_forest,800,200,0.7908374691757737,0.7597021152038285,0.5755894220260142,0.40609273817481717
log1p,all_features,all_features_log1p,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
log1p,all_features,all_features_log1p,TSV,mlp,800,200,0.8368175853738845,0.8055226791572062,0.6205581315682022,0.3662105032584039
log1p,all_features,all_features_log1p,B,linear_regression,800,200,0.43985579999525976,0.44764737361622753,0.31305879299723083,1.231858083108587
log1p,all_features,all_features_log1p,B,ridge_regression,800,200,0.6925814474053198,0.6765359799204256,0.4924678887908789,0.5909071845892057
log1p,all_features,all_features_log1p,B,svr,800,200,0.6863018959619996,0.6624697177493677,0.47755072801702503,0.5912988763733439
log1p,all_features,all_features_log1p,B,random_forest,800,200,0.6506878056528832,0.6032801046645098,0.4348150782324707,0.6222860556485798
log1p,all_features,all_features_log1p,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
log1p,all_features,all_features_log1p,B,mlp,800,200,0.6722929519085629,0.6511329990135192,0.46747156533198864,0.6104836620809015
log1p,all_features,all_features_log1p,SR,linear_regression,800,200,0.32550473466305263,0.32552758550825606,0.22240098319794716,1.0816193777051681
log1p,all_features,all_features_log1p,SR,ridge_regression,800,200,0.7164541529904114,0.7313789712990011,0.5380052717415077,0.47604264692428083
log1p,all_features,all_features_log1p,SR,svr,800,200,0.695090399114812,0.6943262948756804,0.5093505338520796,0.4899866110073028
log1p,all_features,all_features_log1p,SR,random_forest,800,200,0.6371085150196137,0.6235645481886111,0.44771771165481855,0.5351261425791531
log1p,all_features,all_features_log1p,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
log1p,all_features,all_features_log1p,SR,mlp,800,200,0.7120042452876095,0.7151192050510523,0.5237281742667751,0.4770165245563536
log1p,all_features,all_features_log1p,S,linear_regression,800,200,0.5288802911830287,0.5590621458504129,0.3968038599914793,0.9297826716834894
log1p,all_features,all_features_log1p,S,ridge_regression,800,200,0.8246755060429106,0.823080944334548,0.6282727783198423,0.44481100192874634
log1p,all_features,all_features_log1p,S,svr,800,200,0.8079397099409796,0.8043844629001459,0.6018392891664078,0.46212464078924476
log1p,all_features,all_features_log1p,S,random_forest,800,200,0.7742470844239403,0.7701213306244802,0.5683702705805004,0.4959084811466025
log1p,all_features,all_features_log1p,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
log1p,all_features,all_features_log1p,S,mlp,800,200,0.8282193960454316,0.8189543380744359,0.6215387715773324,0.439062171402349
log1p,all_features,all_features_log1p,U,linear_regression,800,200,0.47029878816318094,0.4640721292069526,0.3294604391720062,0.8736601597300278
log1p,all_features,all_features_log1p,U,ridge_regression,800,200,0.7980896844489206,0.7992639182073902,0.60339044706983,0.4712785191194188
log1p,all_features,all_features_log1p,U,svr,800,200,0.7745247658327067,0.769367621450471,0.5739150551072658,0.49455142227749954
log1p,all_features,all_features_log1p,U,random_forest,800,200,0.7400493196639512,0.7308909525184601,0.5393091341682825,0.5288190311695702
log1p,all_features,all_features_log1p,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
log1p,all_features,all_features_log1p,U,mlp,800,200,0.797827086913728,0.8024013042920414,0.6080179830093452,0.47436947683012903
log1p,all_features,all_features_log1p,O,linear_regression,800,200,0.5479432068315007,0.5730816338782615,0.41729737972540804,1.1839838763017818
log1p,all_features,all_features_log1p,O,ridge_regression,800,200,0.8345128745257646,0.832504427109793,0.6404526720764576,0.5951443934921529
log1p,all_features,all_features_log1p,O,svr,800,200,0.8149748076491449,0.825879427015501,0.6336142043523155,0.6344103288774565
log1p,all_features,all_features_log1p,O,random_forest,800,200,0.7854965473230416,0.7783231317614896,0.587756244319833,0.6736121351839617
log1p,all_features,all_features_log1p,O,gbm,800,200,0.828618222652689,0.8203052165886041,0.6318040217194544,0.6063547760471781
log1p,all_features,all_features_log1p,O,mlp,800,200,0.826350804066234,0.8139367261775736,0.6240604626788816,0.6080789081948655
log1p,by_component,by_component_log1p,TSV,linear_regression,800,200,0.6217680050293197,0.6245047876948311,0.4475241709136981,0.6618085553658184
log1p,by_component,by_component_log1p,TSV,ridge_regression,800,200,0.8441167840837609,0.824709398092751,0.6376603253538217,0.35845832974302894
log1p,by_component,by_component_log1p,TSV,svr,800,200,0.8306441991458033,0.8008791946597292,0.615628675712347,0.3736390352334503
log1p,by_component,by_component_log1p,TSV,random_forest,800,200,0.7908417213701316,0.7598656234610487,0.5757906243058449,0.40608937728471545
log1p,by_component,by_component_log1p,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
log1p,by_component,by_component_log1p,TSV,mlp,800,200,0.8411076657248484,0.8240036124503465,0.6396723481521298,0.360265186506865
log1p,by_component,by_component_log1p,B,linear_regression,800,200,0.44189702973426354,0.4475566138592448,0.31225245998242795,1.2180892636640246
log1p,by_component,by_component_log1p,B,ridge_regression,800,200,0.6890138977287973,0.6706230942650931,0.48722672419466,0.5934780673343633
log1p,by_component,by_component_log1p,B,svr,800,200,0.6851322339781271,0.6604647522087482,0.4759380619874192,0.5921398112502118
log1p,by_component,by_component_log1p,B,random_forest,800,200,0.6506878056528832,0.6032801046645098,0.4348150782324707,0.6222860556485798
log1p,by_component,by_component_log1p,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
log1p,by_component,by_component_log1p,B,mlp,800,200,0.6845535075062031,0.6683293476795283,0.4847069335234009,0.6002637497282612
log1p,by_component,by_component_log1p,SR,linear_regression,800,200,0.3259198554411039,0.325071571029786,0.22230044025798423,1.0797398216960004
log1p,by_component,by_component_log1p,SR,ridge_regression,800,200,0.7127613983359479,0.7277376056855598,0.5338830112030286,0.4795468097257287
log1p,by_component,by_component_log1p,SR,svr,800,200,0.6839144650384547,0.6975086459153985,0.5031168715743796,0.5117506926293865
log1p,by_component,by_component_log1p,SR,random_forest,800,200,0.6371085150196137,0.6235645481886111,0.44771771165481855,0.5351261425791531
log1p,by_component,by_component_log1p,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
log1p,by_component,by_component_log1p,SR,mlp,800,200,0.7327574522899002,0.7299396756013299,0.5373014711617674,0.46189190820008014
log1p,by_component,by_component_log1p,S,linear_regression,800,200,0.5279228414366037,0.5554103018154279,0.39469320116173745,0.9275725077981888
log1p,by_component,by_component_log1p,S,ridge_regression,800,200,0.8226981348358448,0.8217684105368026,0.6256595816734951,0.4468898640039126
log1p,by_component,by_component_log1p,S,svr,800,200,0.8061225364007111,0.8024989143472703,0.6001306605899501,0.4640884305505685
log1p,by_component,by_component_log1p,S,random_forest,800,200,0.7742470844239403,0.7701213306244802,0.5683702705805004,0.4959084811466025
log1p,by_component,by_component_log1p,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
log1p,by_component,by_component_log1p,S,mlp,800,200,0.8307627514684004,0.8284353322100374,0.627569225376595,0.4367461685469538
log1p,by_component,by_component_log1p,U,linear_regression,800,200,0.4751848281526201,0.46776528939839945,0.3290580447424831,0.8657810428338372
log1p,by_component,by_component_log1p,U,ridge_regression,800,200,0.8030725424900605,0.8054794378066021,0.6100299551569605,0.465946777274938
log1p,by_component,by_component_log1p,U,svr,800,200,0.7729606362225959,0.7670935228110586,0.5715006885301274,0.4960287875975977
log1p,by_component,by_component_log1p,U,random_forest,800,200,0.7400916027038458,0.7309772062597307,0.5394097327756634,0.5288072464101141
log1p,by_component,by_component_log1p,U,gbm,800,200,0.767365337091435,0.7691621125364873,0.567376145627516,0.5040353260991202
log1p,by_component,by_component_log1p,U,mlp,800,200,0.7927800547462073,0.79363267395122,0.601277876314834,0.4796375850595392
log1p,by_component,by_component_log1p,O,linear_regression,800,200,0.5491604535787301,0.5735699023104345,0.4171968140235824,1.182784641452152
log1p,by_component,by_component_log1p,O,ridge_regression,800,200,0.8335132851814875,0.8304568498135837,0.6386424894435965,0.5966951903403742
log1p,by_component,by_component_log1p,O,svr,800,200,0.8169119233003695,0.8269039656919193,0.6356255183888279,0.6304513273154666
log1p,by_component,by_component_log1p,O,random_forest,800,200,0.7850994375080717,0.7781026234372823,0.5879573757234843,0.6740961509990518
log1p,by_component,by_component_log1p,O,gbm,800,200,0.828618222652689,0.8203052165886041,0.6318040217194544,0.6063547760471781
log1p,by_component,by_component_log1p,O,mlp,800,200,0.8172921789452162,0.805387903458821,0.6144061553036222,0.6225439853390135
log1p,s_only,s_only_log1p,TSV,linear_regression,800,200,0.6130187517120564,0.6134019769992809,0.4394760797204654,0.681295338633706
log1p,s_only,s_only_log1p,TSV,ridge_regression,800,200,0.8472829772180948,0.8283163302439973,0.6424891800697613,0.35509684577464584
log1p,s_only,s_only_log1p,TSV,svr,800,200,0.8370353990252174,0.8130508093302278,0.6290086273210965,0.36626768166639684
log1p,s_only,s_only_log1p,TSV,random_forest,800,200,0.7908358444697844,0.7597021152038285,0.5755894220260142,0.4060940212703952
log1p,s_only,s_only_log1p,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
log1p,s_only,s_only_log1p,TSV,mlp,800,200,0.8451561532763893,0.825068666235909,0.6417849720903533,0.3567811260184523
log1p,s_only,s_only_log1p,B,linear_regression,800,200,0.4321967867880608,0.4488662546500871,0.31285720974353015,1.2870346190766502
log1p,s_only,s_only_log1p,B,ridge_regression,800,200,0.6887139693875671,0.6684103563882403,0.48581564141875494,0.590030064103349
log1p,s_only,s_only_log1p,B,svr,800,200,0.6931307073328482,0.6773528177332705,0.4912583892686746,0.5857561822191797
log1p,s_only,s_only_log1p,B,random_forest,800,200,0.6506878056528832,0.6032801046645098,0.4348150782324707,0.6222860556485798
log1p,s_only,s_only_log1p,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
log1p,s_only,s_only_log1p,B,mlp,800,200,0.6815048415511887,0.661108321394626,0.4840013921354484,0.6039174780511652
log1p,s_only,s_only_log1p,SR,linear_regression,800,200,0.32345322677826827,0.32240373632597336,0.21767546501969057,1.085175934547868
log1p,s_only,s_only_log1p,SR,ridge_regression,800,200,0.7124212929498528,0.713718160567858,0.5230243736870348,0.476606239042089
log1p,s_only,s_only_log1p,SR,svr,800,200,0.71025685873163,0.7152834602661592,0.5239292601467009,0.4797659040778457
log1p,s_only,s_only_log1p,SR,random_forest,800,200,0.6371418060751849,0.6235030462359228,0.44761716871485563,0.5351106013857616
log1p,s_only,s_only_log1p,SR,gbm,800,200,0.6744395230192298,0.6402623283435115,0.4587774350507381,0.5038601206665294
log1p,s_only,s_only_log1p,SR,mlp,800,200,0.7181194532928342,0.719972609146743,0.527146634225514,0.47326947168133526
log1p,s_only,s_only_log1p,S,linear_regression,800,200,0.5278493818568673,0.5598639164960072,0.3980099507513319,0.9424937997192809
log1p,s_only,s_only_log1p,S,ridge_regression,800,200,0.8214288319354466,0.8227231851222484,0.6244534909136427,0.4473060702112037
log1p,s_only,s_only_log1p,S,svr,800,200,0.8156050800717078,0.8129301829524397,0.6109854774286229,0.45367794833501024
log1p,s_only,s_only_log1p,S,random_forest,800,200,0.774213950215612,0.7702983351823477,0.5686717932704636,0.4959381682047546
log1p,s_only,s_only_log1p,S,gbm,800,200,0.7950711956669645,0.7924351552054695,0.5926931009041929,0.4752802940306273
log1p,s_only,s_only_log1p,S,mlp,800,200,0.8275857025145782,0.8221651707533782,0.6201316656908378,0.4397414528703396
log1p,s_only,s_only_log1p,U,linear_regression,800,200,0.4480636939500025,0.4423519370899525,0.3131634647763223,0.9127906663474451
log1p,s_only,s_only_log1p,U,ridge_regression,800,200,0.7941847819588985,0.7945117120796471,0.5990647069524571,0.47650772392519936
log1p,s_only,s_only_log1p,U,svr,800,200,0.7788683485061998,0.7744235907539931,0.5797497743353501,0.49001251466533946
log1p,s_only,s_only_log1p,U,random_forest,800,200,0.740016199322479,0.7306329413271812,0.5392085355609018,0.5288455976428514
log1p,s_only,s_only_log1p,U,gbm,800,200,0.7840531400929694,0.7902380267078225,0.592626396080088,0.48977825731179264
log1p,s_only,s_only_log1p,U,mlp,800,200,0.7601970256498141,0.756555565725391,0.5591270598222933,0.5073277140783399
log1p,s_only,s_only_log1p,O,linear_regression,800,200,0.5402896140651133,0.5725536139454661,0.41478323717976756,1.2086076548540465
log1p,s_only,s_only_log1p,O,ridge_regression,800,200,0.8344472028440117,0.8309136170565843,0.6377373981271659,0.5950831761253473
log1p,s_only,s_only_log1p,O,svr,800,200,0.8148591503572931,0.8107453557030787,0.6177248234638676,0.6264343717933979
log1p,s_only,s_only_log1p,O,random_forest,800,200,0.7850970394203856,0.7779946193601196,0.5878568100216587,0.6740980103462599
log1p,s_only,s_only_log1p,O,gbm,800,200,0.828618222652689,0.8203052165886041,0.6318040217194544,0.6063547760471781
log1p,s_only,s_only_log1p,O,mlp,800,200,0.8408588854324227,0.8350560234327616,0.6383407923381197,0.5844881623871621
minmax,all_features,all_features_minmax,TSV,linear_regression,800,200,0.4671397933927416,0.4423385882425289,0.3080909909909409,1.0401373560088802
minmax,all_features,all_features_minmax,TSV,ridge_regression,800,200,0.8463267149728977,0.8288646079321988,0.6449036074277311,0.3553155487712087
minmax,all_features,all_features_minmax,TSV,svr,800,200,0.8442006545437829,0.8220722649166681,0.6381633310533987,0.3656966961763263
minmax,all_features,all_features_minmax,TSV,random_forest,800,200,0.7908579327536637,0.7597021152038285,0.5755894220260142,0.40607526228131874
minmax,all_features,all_features_minmax,TSV,gbm,800,200,0.8233029284281577,0.7920197472547548,0.6069769776796218,0.3771025223328907
minmax,all_features,all_features_minmax,TSV,mlp,800,200,0.8503694814104088,0.8243433796086985,0.6423885789298458,0.35269951255682225
minmax,all_features,all_features_minmax,B,linear_regression,800,200,0.3187622103317943,0.3363811621197981,0.22194316232450173,2.1373343732350425
minmax,all_features,all_features_minmax,B,ridge_regression,800,200,0.7143231813091715,0.6909585303936883,0.5055708002814262,0.5685883081044614
minmax,all_features,all_features_minmax,B,svr,800,200,0.6973868337052658,0.664409426274636,0.4808768517030871,0.5833213260339857
minmax,all_features,all_features_minmax,B,random_forest,800,200,0.6529429104157688,0.6047022575507853,0.4376372437842809,0.6229449446348294
minmax,all_features,all_features_minmax,B,gbm,800,200,0.7174707296983284,0.6670167065661412,0.4942821380741855,0.5688753019237857
