feature_combination,features,feature_count,label,model,train_samples,test_samples,PLCC,SRCC,KRCC,RMSE
level1_U1_S1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,SR,svr_regressor,800,200,0.7461524638494234,0.7570980378799509,0.5549970285952388,0.4535340709869526
level1_U1_S1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,svr_regressor,800,200,0.8890172076682081,0.8857180572402232,0.6965174138148308,0.3628520464986973
level1_U1_S1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,U,svr_regressor,800,200,0.8396371320041706,0.8419400192904796,0.6473520384952245,0.4320882741264287
level1_U1_S1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,svr_regressor,800,200,0.8772115147091799,0.8674092447694969,0.6800755585957518,0.5242460570850513
level2_U2,"U2_1, U2_2, U2_3, U2_4, U2_5...",128,TSV,svr_regressor,800,200,0.7785340164384751,0.7339360640098657,0.55245115984547,0.4159938643158515
level2_U2,"U2_1, U2_2, U2_3, U2_4, U2_5...",128,B,svr_regressor,800,200,0.6058214246876262,0.5564960752221156,0.3952039688802776,0.6463183624623183
level2_U2,"U2_1, U2_2, U2_3, U2_4, U2_5...",128,SR,svr_regressor,800,200,0.6206816545592277,0.5987140091834315,0.4273074948423487,0.5332182420528362
level2_U2,"U2_1, U2_2, U2_3, U2_4, U2_5...",128,S,svr_regressor,800,200,0.7863259736453492,0.7659759738815429,0.5684707781438214,0.4842382975943325
level2_U2,"U2_1, U2_2, U2_3, U2_4, U2_5...",128,U,svr_regressor,800,200,0.7006125440004591,0.6725969240051317,0.4892110276926614,0.557360768562543
level2_U2,"U2_1, U2_2, U2_3, U2_4, U2_5...",128,O,svr_regressor,800,200,0.749795495397571,0.729642544065347,0.5428033756037811,0.7161724771382387
level2_S2,"S2_1, S2_2, S2_3, S2_4, S2_5...",128,TSV,svr_regressor,800,200,0.8074296027941921,0.7656589160242068,0.5863537439969628,0.39386813895120726
level2_S2,"S2_1, S2_2, S2_3, S2_4, S2_5...",128,B,svr_regressor,800,200,0.672253064574718,0.6330538054386775,0.45416707058774064,0.6021596438771706
