label,metric,rank,model,feature_combination,score,plcc,srcc,krcc,rmse,feature_count
B,PLCC,3,svr_regressor,level1_U1_S1_V1,0.735266483281757,0.735266483281757,0.7108026637055588,0.5222014187117363,0.5611844742187322,768
B,PLCC,4,gradient_boosting_regressor,level2_U2_V2,0.7302301813404205,0.7302301813404205,0.6789812427945069,0.490552847880722,0.5585837155865789,256
B,PLCC,5,svr_regressor,level2_S2_V2,0.7270292527103637,0.7270292527103637,0.6901356919357537,0.5067802998036306,0.5591529420490444,256
B,PLCC,6,gradient_boosting_regressor,level1_U1_V1,0.7232181955056777,0.7232181955056777,0.6738049363239438,0.4945845129547366,0.5709616567731866,512
B,PLCC,7,svr_regressor,level2_U2_S2_V2,0.7221010201999752,0.7221010201999752,0.6844838343418262,0.4970035119991453,0.5624991076946437,384
B,PLCC,8,ridge_regressor,combined_U1_S1_V1_U2_S2_V2,0.7217365189071913,0.7217365189071913,0.6724412897272936,0.4865211828067074,0.5666108671061129,1152
B,PLCC,9,xgboost_regressor,level2_U2_V2,0.7211100480134833,0.7211100480134833,0.6643681718396439,0.4801713103151345,0.5704875916375246,256
B,PLCC,10,catboost_regressor,combined_U1_S1_V1_U2_S2_V2,0.7211049915140758,0.7211049915140758,0.6810289629313909,0.5045628840129226,0.5668433907377366,1152
B,SRCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.7134481981095112,0.7388272448945185,0.7134481981095112,0.5197824196673276,0.5555406659097089,1152
B,SRCC,2,svr_regressor,level1_U1_S1_V1,0.7108026637055588,0.735266483281757,0.7108026637055588,0.5222014187117363,0.5611844742187322,768
B,SRCC,3,svr_regressor,level2_S2_V2,0.6901356919357537,0.7270292527103637,0.6901356919357537,0.5067802998036306,0.5591529420490444,256
B,SRCC,4,svr_regressor,combined_S1_V1_S2_V2,0.6848671255469354,0.7192270041184463,0.6848671255469354,0.5056715919082767,0.5676208333941974,768
B,SRCC,5,svr_regressor,level2_U2_S2_V2,0.6844838343418262,0.7221010201999752,0.6844838343418262,0.4970035119991453,0.5624991076946437,384
B,SRCC,6,mlp_regressor,combined_U1_S1_U2_S2,0.6844838343418262,0.7073887427303922,0.6844838343418262,0.4924678887908789,0.6016579411712878,768
B,SRCC,7,gradient_boosting_regressor,level2_S2_V2,0.6831899452443445,0.712235597879565,0.6831899452443445,0.5052684254008752,0.5732782283357134,256
B,SRCC,8,catboost_regressor,combined_U1_S1_V1_U2_S2_V2,0.6810289629313909,0.7211049915140758,0.6810289629313909,0.5045628840129226,0.5668433907377366,1152
B,SRCC,9,svr_regressor,combined_U1_V1_U2_V2,0.6795190506106775,0.7139578867940971,0.6795190506106775,0.4912583892686746,0.5756882479438492,768
B,SRCC,10,gradient_boosting_regressor,level2_U2_V2,0.6789812427945069,0.7302301813404205,0.6789812427945069,0.490552847880722,0.5585837155865789,256
B,KRCC,1,svr_regressor,level1_U1_S1_V1,0.5222014187117363,0.735266483281757,0.7108026637055588,0.5222014187117363,0.5611844742187322,768
B,KRCC,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.5197824196673276,0.7388272448945185,0.7134481981095112,0.5197824196673276,0.5555406659097089,1152
B,KRCC,3,svr_regressor,level2_S2_V2,0.5067802998036306,0.7270292527103637,0.6901356919357537,0.5067802998036306,0.5591529420490444,256
B,KRCC,4,svr_regressor,combined_S1_V1_S2_V2,0.5056715919082767,0.7192270041184463,0.6848671255469354,0.5056715919082767,0.5676208333941974,768
B,KRCC,5,gradient_boosting_regressor,level2_S2_V2,0.5052684254008752,0.712235597879565,0.6831899452443445,0.5052684254008752,0.5732782283357134,256
B,KRCC,6,catboost_regressor,combined_U1_S1_V1_U2_S2_V2,0.5045628840129226,0.7211049915140758,0.6810289629313909,0.5045628840129226,0.5668433907377366,1152
B,KRCC,7,adaboost_regressor,level1_U1_S1_V1,0.4976275282542246,0.6912762246548847,0.6738168184420312,0.4976275282542246,0.5939269068160367,768
B,KRCC,8,catboost_regressor,level2_S2_V2,0.4971043036259957,0.7055745081815362,0.6718637276374031,0.4971043036259957,0.5786142490502582,256
B,KRCC,9,svr_regressor,level2_U2_S2_V2,0.4970035119991453,0.7221010201999752,0.6844838343418262,0.4970035119991453,0.5624991076946437,384
B,KRCC,10,adaboost_regressor,combined_U1_S1_V1_U2_S2_V2,0.4964542803656194,0.7038903123184022,0.6760057121840967,0.4964542803656194,0.5880311659287129,1152
B,RMSE,1,catboost_regressor,level2_U2_S2_V2,0.5509616754423106,0.7353603262193958,0.6768652653197267,0.4945845129547366,0.5509616754423106,384
B,RMSE,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.5555406659097089,0.7388272448945185,0.7134481981095112,0.5197824196673276,0.5555406659097089,1152
B,RMSE,3,gradient_boosting_regressor,level2_U2_V2,0.5585837155865789,0.7302301813404205,0.6789812427945069,0.490552847880722,0.5585837155865789,256
B,RMSE,4,svr_regressor,level2_S2_V2,0.5591529420490444,0.7270292527103637,0.6901356919357537,0.5067802998036306,0.5591529420490444,256
B,RMSE,5,svr_regressor,level1_U1_S1_V1,0.5611844742187322,0.735266483281757,0.7108026637055588,0.5222014187117363,0.5611844742187322,768
B,RMSE,6,svr_regressor,level2_U2_S2_V2,0.5624991076946437,0.7221010201999752,0.6844838343418262,0.4970035119991453,0.5624991076946437,384
B,RMSE,7,ridge_regressor,combined_U1_S1_V1_U2_S2_V2,0.5666108671061129,0.7217365189071913,0.6724412897272936,0.4865211828067074,0.5666108671061129,1152
B,RMSE,8,gradient_boosting_regressor,level2_U2_S2_V2,0.5668172756595101,0.7161584272665666,0.6436756973282072,0.4633391086311237,0.5668172756595101,384
B,RMSE,9,catboost_regressor,combined_U1_S1_V1_U2_S2_V2,0.5668433907377366,0.7211049915140758,0.6810289629313909,0.5045628840129226,0.5668433907377366,1152
B,RMSE,10,svr_regressor,combined_S1_V1_S2_V2,0.5676208333941974,0.7192270041184463,0.6848671255469354,0.5056715919082767,0.5676208333941974,768
SR,PLCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.7550129612484425,0.7550129612484425,0.7570065349747316,0.5663583808110471,0.4486816790962537,1152
SR,PLCC,2,svr_regressor,level1_U1_S1_V1,0.7515045876244648,0.7515045876244648,0.7570980378799509,0.5549970285952388,0.4535340709869526,768
SR,PLCC,3,svr_regressor,level1_S1_V1,0.7315759904742378,0.7315759904742378,0.7285213805704304,0.5434345904995046,0.46486566524287365,512
SR,PLCC,4,svr_regressor,level1_U1_V1,0.7284916852282458,0.7284916852282458,0.7241997433583504,0.5306656371242157,0.46848660155036054,512
SR,PLCC,5,svr_regressor,combined_S1_V1_S2_V2,0.7268306029280494,0.7268306029280494,0.7285153803799242,0.5461492498785031,0.4682811453249034,768
SR,PLCC,6,svr_regressor,combined_U1_V1_U2_V2,0.7259744720239716,0.7259744720239716,0.7227904486132101,0.5297607506645495,0.46793200041098376,768
SR,PLCC,7,svr_regressor,combined_U1_S1_U2_S2,0.7155914905173952,0.7155914905173952,0.7107240655052717,0.5232254595669606,0.47593136254836105,768
SR,PLCC,8,svr_regressor,level1_U1_S1,0.7108061743424244,0.7108061743424244,0.7016915287220229,0.5101548773717829,0.480174948432546,512
SR,PLCC,9,svr_regressor,combined_V1_V2,0.7095523460765958,0.7095523460765958,0.7050898866199637,0.5175950549290379,0.4803100399416041,384
SR,PLCC,10,svr_regressor,level1_V1,0.7019060511480087,0.7019060511480087,0.6979346594413378,0.5087472762123022,0.48564121622232165,256
SR,SRCC,1,svr_regressor,level1_U1_S1_V1,0.7570980378799509,0.7515045876244648,0.7570980378799509,0.5549970285952388,0.4535340709869526,768
SR,SRCC,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.7570065349747316,0.7550129612484425,0.7570065349747316,0.5663583808110471,0.4486816790962537,1152
SR,SRCC,3,svr_regressor,level1_S1_V1,0.7285213805704304,0.7315759904742378,0.7285213805704304,0.5434345904995046,0.46486566524287365,512
SR,SRCC,4,svr_regressor,combined_S1_V1_S2_V2,0.7285153803799242,0.7268306029280494,0.7285153803799242,0.5461492498785031,0.4682811453249034,768
SR,SRCC,5,svr_regressor,level1_U1_V1,0.7241997433583504,0.7284916852282458,0.7241997433583504,0.5306656371242157,0.46848660155036054,512
SR,SRCC,6,svr_regressor,combined_U1_V1_U2_V2,0.7227904486132101,0.7259744720239716,0.7227904486132101,0.5297607506645495,0.46793200041098376,768
SR,SRCC,7,svr_regressor,combined_U1_S1_U2_S2,0.7107240655052717,0.7155914905173952,0.7107240655052717,0.5232254595669606,0.47593136254836105,768
SR,SRCC,8,svr_regressor,combined_V1_V2,0.7050898866199637,0.7095523460765958,0.7050898866199637,0.5175950549290379,0.4803100399416041,384
SR,SRCC,9,svr_regressor,level1_U1_S1,0.7016915287220229,0.7108061743424244,0.7016915287220229,0.5101548773717829,0.480174948432546,512
SR,SRCC,10,svr_regressor,level1_V1,0.6979346594413378,0.7019060511480087,0.6979346594413378,0.5087472762123022,0.48564121622232165,256
SR,KRCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.5663583808110471,0.7550129612484425,0.7570065349747316,0.5663583808110471,0.4486816790962537,1152
SR,KRCC,2,svr_regressor,level1_U1_S1_V1,0.5549970285952388,0.7515045876244648,0.7570980378799509,0.5549970285952388,0.4535340709869526,768
SR,KRCC,3,svr_regressor,combined_S1_V1_S2_V2,0.5461492498785031,0.7268306029280494,0.7285153803799242,0.5461492498785031,0.4682811453249034,768
SR,KRCC,4,svr_regressor,level1_S1_V1,0.5434345904995046,0.7315759904742378,0.7285213805704304,0.5434345904995046,0.46486566524287365,512
SR,KRCC,5,svr_regressor,level1_U1_V1,0.5306656371242157,0.7284916852282458,0.7241997433583504,0.5306656371242157,0.46848660155036054,512
SR,KRCC,6,svr_regressor,combined_U1_V1_U2_V2,0.5297607506645495,0.7259744720239716,0.7227904486132101,0.5297607506645495,0.46793200041098376,768
SR,KRCC,7,svr_regressor,combined_U1_S1_U2_S2,0.5232254595669606,0.7155914905173952,0.7107240655052717,0.5232254595669606,0.47593136254836105,768
SR,KRCC,8,svr_regressor,combined_V1_V2,0.5175950549290379,0.7095523460765958,0.7050898866199637,0.5175950549290379,0.4803100399416041,384
SR,KRCC,9,svr_regressor,level1_U1_S1,0.5101548773717829,0.7108061743424244,0.7016915287220229,0.5101548773717829,0.480174948432546,512
SR,KRCC,10,svr_regressor,level1_V1,0.5087472762123022,0.7019060511480087,0.6979346594413378,0.5087472762123022,0.48564121622232165,256
SR,RMSE,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.4486816790962537,0.7550129612484425,0.7570065349747316,0.5663583808110471,0.4486816790962537,1152
SR,RMSE,2,svr_regressor,level1_U1_S1_V1,0.4535340709869526,0.7515045876244648,0.7570980378799509,0.5549970285952388,0.4535340709869526,768
SR,RMSE,3,svr_regressor,level1_S1_V1,0.46486566524287365,0.7315759904742378,0.7285213805704304,0.5434345904995046,0.46486566524287365,512
SR,RMSE,4,svr_regressor,combined_U1_V1_U2_V2,0.46793200041098376,0.7259744720239716,0.7227904486132101,0.5297607506645495,0.46793200041098376,768
SR,RMSE,5,svr_regressor,combined_S1_V1_S2_V2,0.4682811453249034,0.7268306029280494,0.7285153803799242,0.5461492498785031,0.4682811453249034,768
SR,RMSE,6,svr_regressor,level1_U1_V1,0.46848660155036054,0.7284916852282458,0.7241997433583504,0.5306656371242157,0.46848660155036054,512
SR,RMSE,7,svr_regressor,combined_U1_S1_U2_S2,0.47593136254836105,0.7155914905173952,0.7107240655052717,0.5232254595669606,0.47593136254836105,768
SR,RMSE,8,svr_regressor,level1_U1_S1,0.480174948432546,0.7108061743424244,0.7016915287220229,0.5101548773717829,0.480174948432546,512
SR,RMSE,9,svr_regressor,combined_V1_V2,0.4803100399416041,0.7095523460765958,0.7050898866199637,0.5175950549290379,0.4803100399416041,384
SR,RMSE,10,svr_regressor,level1_V1,0.48564121622232165,0.7019060511480087,0.6979346594413378,0.5087472762123022,0.48564121622232165,256
S,PLCC,1,svr_regressor,level1_U1_S1_V1,0.8933726408582079,0.8933726408582079,0.8857180572402232,0.6965174138148308,0.3628520464986973,768
S,PLCC,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.8904404481341586,0.8904404481341586,0.878778128537057,0.6918940659020628,0.36672260621957803,1152
S,PLCC,3,svr_regressor,combined_U1_V1_U2_V2,0.8902936536709767,0.8902936536709767,0.882103714170888,0.6915925432120996,0.37365955222036124,768
S,PLCC,4,svr_regressor,level1_U1_V1,0.8820141114155999,0.8820141114155999,0.8729774791703342,0.6764159011506221,0.38574588567015966,512
S,PLCC,5,svr_regressor,combined_S1_V1_S2_V2,0.879219484300074,0.879219484300074,0.8690646284144262,0.6768179314039062,0.38149744802211016,768
S,PLCC,6,svr_regressor,combined_V1_V2,0.8784818445111066,0.8784818445111066,0.8700906548346067,0.6744057498842012,0.3913816776997346,384
S,PLCC,7,svr_regressor,combined_U1_S1_U2_S2,0.8719124870832851,0.8719124870832851,0.856402052353089,0.6625458574123182,0.39382461852901157,768
S,PLCC,8,svr_regressor,level1_U1_S1,0.8650373939576304,0.8650373939576304,0.8545277540899082,0.6584250473161554,0.401346397330879,512
S,PLCC,9,svr_regressor,combined_U1_U2,0.8649344658838943,0.8649344658838943,0.8513581724731807,0.6563143884864134,0.40617446763803733,384
S,PLCC,10,svr_regressor,level2_U2_V2,0.8558335226988724,0.8558335226988724,0.8440852351950436,0.6408362237349727,0.4156805232123229,256
S,SRCC,1,svr_regressor,level1_U1_S1_V1,0.8857180572402232,0.8933726408582079,0.8857180572402232,0.6965174138148308,0.3628520464986973,768
S,SRCC,2,svr_regressor,combined_U1_V1_U2_V2,0.882103714170888,0.8902936536709767,0.882103714170888,0.6915925432120996,0.37365955222036124,768
S,SRCC,3,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.878778128537057,0.8904404481341586,0.878778128537057,0.6918940659020628,0.36672260621957803,1152
S,SRCC,4,svr_regressor,level1_U1_V1,0.8729774791703342,0.8820141114155999,0.8729774791703342,0.6764159011506221,0.38574588567015966,512
S,SRCC,5,svr_regressor,combined_V1_V2,0.8700906548346067,0.8784818445111066,0.8700906548346067,0.6744057498842012,0.3913816776997346,384
S,SRCC,6,svr_regressor,combined_S1_V1_S2_V2,0.8690646284144262,0.879219484300074,0.8690646284144262,0.6768179314039062,0.38149744802211016,768
S,SRCC,7,svr_regressor,combined_U1_S1_U2_S2,0.856402052353089,0.8719124870832851,0.856402052353089,0.6625458574123182,0.39382461852901157,768
S,SRCC,8,svr_regressor,level1_U1_S1,0.8545277540899082,0.8650373939576304,0.8545277540899082,0.6584250473161554,0.401346397330879,512
S,SRCC,9,svr_regressor,combined_U1_U2,0.8513581724731807,0.8649344658838943,0.8513581724731807,0.6563143884864134,0.40617446763803733,384
S,SRCC,10,svr_regressor,level1_V1,0.8465910497197685,0.8545970178144873,0.8465910497197685,0.6491783514906193,0.4169210377818674,256
S,KRCC,1,svr_regressor,level1_U1_S1_V1,0.6965174138148308,0.8933726408582079,0.8857180572402232,0.6965174138148308,0.3628520464986973,768
S,KRCC,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.6918940659020628,0.8904404481341586,0.878778128537057,0.6918940659020628,0.36672260621957803,1152
S,KRCC,3,svr_regressor,combined_U1_V1_U2_V2,0.6915925432120996,0.8902936536709767,0.882103714170888,0.6915925432120996,0.37365955222036124,768
S,KRCC,4,svr_regressor,combined_S1_V1_S2_V2,0.6768179314039062,0.879219484300074,0.8690646284144262,0.6768179314039062,0.38149744802211016,768
S,KRCC,5,svr_regressor,level1_U1_V1,0.6764159011506221,0.8820141114155999,0.8729774791703342,0.6764159011506221,0.38574588567015966,512
S,KRCC,6,svr_regressor,combined_V1_V2,0.6744057498842012,0.8784818445111066,0.8700906548346067,0.6744057498842012,0.3913816776997346,384
S,KRCC,7,svr_regressor,combined_U1_S1_U2_S2,0.6625458574123182,0.8719124870832851,0.856402052353089,0.6625458574123182,0.39382461852901157,768
S,KRCC,8,svr_regressor,level1_U1_S1,0.6584250473161554,0.8650373939576304,0.8545277540899082,0.6584250473161554,0.401346397330879,512
S,KRCC,9,svr_regressor,combined_U1_U2,0.6563143884864134,0.8649344658838943,0.8513581724731807,0.6563143884864134,0.40617446763803733,384
S,KRCC,10,svr_regressor,level1_V1,0.6491783514906193,0.8545970178144873,0.8465910497197685,0.6491783514906193,0.4169210377818674,256
S,RMSE,1,svr_regressor,level1_U1_S1_V1,0.3628520464986973,0.8933726408582079,0.8857180572402232,0.6965174138148308,0.3628520464986973,768
S,RMSE,2,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.36672260621957803,0.8904404481341586,0.878778128537057,0.6918940659020628,0.36672260621957803,1152
S,RMSE,3,svr_regressor,combined_U1_V1_U2_V2,0.37365955222036124,0.8902936536709767,0.882103714170888,0.6915925432120996,0.37365955222036124,768
S,RMSE,4,svr_regressor,combined_S1_V1_S2_V2,0.38149744802211016,0.879219484300074,0.8690646284144262,0.6768179314039062,0.38149744802211016,768
S,RMSE,5,svr_regressor,level1_U1_V1,0.38574588567015966,0.8820141114155999,0.8729774791703342,0.6764159011506221,0.38574588567015966,512
S,RMSE,6,svr_regressor,combined_V1_V2,0.3913816776997346,0.8784818445111066,0.8700906548346067,0.6744057498842012,0.3913816776997346,384
S,RMSE,7,svr_regressor,combined_U1_S1_U2_S2,0.39382461852901157,0.8719124870832851,0.856402052353089,0.6625458574123182,0.39382461852901157,768
S,RMSE,8,svr_regressor,level1_U1_S1,0.401346397330879,0.8650373939576304,0.8545277540899082,0.6584250473161554,0.401346397330879,512
S,RMSE,9,svr_regressor,combined_U1_U2,0.40617446763803733,0.8649344658838943,0.8513581724731807,0.6563143884864134,0.40617446763803733,384
S,RMSE,10,svr_regressor,level1_S1_V1,0.413835283968445,0.8504372260272933,0.846442545895795,0.6476707380408037,0.413835283968445,512
U,PLCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.8590714721570166,0.8590714721570166,0.8571461788602182,0.6634478156761469,0.4135739494749827,1152
U,PLCC,2,svr_regressor,level1_U1_S1_V1,0.845782896227427,0.845782896227427,0.8419400192904796,0.6473520384952245,0.4320882741264287,768
U,PLCC,3,svr_regressor,combined_S1_V1_S2_V2,0.8379937274459639,0.8379937274459639,0.8303610170493025,0.6321616487807289,0.4403708966725823,768
U,PLCC,4,svr_regressor,combined_U1_V1_U2_V2,0.8366201845293656,0.8366201845293656,0.8311658019569838,0.6342742195357249,0.4458136174362064,768
U,PLCC,5,svr_regressor,level1_S1_V1,0.8323025027173597,0.8323025027173597,0.8314035622698775,0.6355820014316749,0.443936607076808,512
U,PLCC,6,svr_regressor,level1_U1_V1,0.8316272907304615,0.8316272907304615,0.8303152650648024,0.6385999596530978,0.45331101649039585,512
U,PLCC,7,svr_regressor,combined_U1_S1_U2_S2,0.8283270153227844,0.8283270153227844,0.8223409191762032,0.620995203361464,0.44718384653072785,768
U,PLCC,8,mlp_regressor,combined_S1_V1_S2_V2,0.8223144231364057,0.8223144231364057,0.8252952973228541,0.6241137601902677,0.4732464830947789,768
U,PLCC,9,ridge_regressor,combined_U1_S1_V1_U2_S2_V2,0.8212280784042496,0.8212280784042496,0.8102338940319436,0.6090239690831528,0.46435919685289384,1152
U,PLCC,10,svr_regressor,level1_U1_S1,0.8210379425812157,0.8210379425812157,0.8142930700993908,0.6147580897038565,0.45433038265951675,512
U,SRCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.8571461788602182,0.8590714721570166,0.8571461788602182,0.6634478156761469,0.4135739494749827,1152
U,SRCC,2,svr_regressor,level1_U1_S1_V1,0.8419400192904796,0.845782896227427,0.8419400192904796,0.6473520384952245,0.4320882741264287,768
U,SRCC,3,svr_regressor,level1_S1_V1,0.8314035622698775,0.8323025027173597,0.8314035622698775,0.6355820014316749,0.443936607076808,512
U,SRCC,4,svr_regressor,combined_U1_V1_U2_V2,0.8311658019569838,0.8366201845293656,0.8311658019569838,0.6342742195357249,0.4458136174362064,768
U,SRCC,5,svr_regressor,combined_S1_V1_S2_V2,0.8303610170493025,0.8379937274459639,0.8303610170493025,0.6321616487807289,0.4403708966725823,768
U,SRCC,6,svr_regressor,level1_U1_V1,0.8303152650648024,0.8316272907304615,0.8303152650648024,0.6385999596530978,0.45331101649039585,512
U,SRCC,7,mlp_regressor,combined_S1_V1_S2_V2,0.8252952973228541,0.8223144231364057,0.8252952973228541,0.6241137601902677,0.4732464830947789,768
U,SRCC,8,svr_regressor,combined_U1_S1_U2_S2,0.8223409191762032,0.8283270153227844,0.8223409191762032,0.620995203361464,0.44718384653072785,768
U,SRCC,9,svr_regressor,level1_U1_S1,0.8142930700993908,0.8210379425812157,0.8142930700993908,0.6147580897038565,0.45433038265951675,512
U,SRCC,10,ridge_regressor,combined_U1_S1_V1_U2_S2_V2,0.8102338940319436,0.8212280784042496,0.8102338940319436,0.6090239690831528,0.46435919685289384,1152
U,KRCC,1,svr_regressor,combined_U1_S1_V1_U2_S2_V2,0.6634478156761469,0.8590714721570166,0.8571461788602182,0.6634478156761469,0.4135739494749827,1152
