feature_combination,features,feature_count,label,model,train_samples,test_samples,PLCC,SRCC,KRCC,RMSE
level1_S1_V1,"S1_1, S1_2, S1_3, S1_4, S1_5...",512,S,mlp_regressor,800,200,0.8466541778766761,0.8383175866780928,0.6424443447481095,0.4465610431825697
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,U,mlp_regressor,800,200,0.8223144231364057,0.8252952973228541,0.6241137601902677,0.4732464830947789
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,O,mlp_regressor,800,200,0.8266942522409542,0.8208812383334719,0.6338153357559667,0.6142543992970653
level2_U2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",256,TSV,random_forest_regressor,800,200,0.8066953367806958,0.76800578454183,0.5800158721822922,0.3988694523337336
level2_U2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",256,B,random_forest_regressor,800,200,0.676610890243982,0.6388031735153137,0.4604161514524632,0.618271798666655
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,SR,random_forest_regressor,800,200,0.6747568668094428,0.6666751669517389,0.482405025942021,0.5295174495565349
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,random_forest_regressor,800,200,0.7922062764079277,0.7829421607608599,0.5804311781790257,0.4882591544018424
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,U,random_forest_regressor,800,200,0.7515359649158017,0.7352988937136539,0.5416229021380401,0.5368279110818173
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,random_forest_regressor,800,200,0.7940666904708058,0.77774260984674,0.5887619013380893,0.6831570599552544
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,TSV,ridge_regressor,800,200,0.8545019142638013,0.8238108527159173,0.6365537128147521,0.3624347472806608
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,B,ridge_regressor,800,200,0.7217365189071913,0.6724412897272936,0.4865211828067074,0.5666108671061129
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,SR,ridge_regressor,800,200,0.6815951522990475,0.687526578984546,0.504725558613786,0.5010731556935194
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,ridge_regressor,800,200,0.8525290059341085,0.8440972355040518,0.6453590640844197,0.432203495378612
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,U,ridge_regressor,800,200,0.8212280784042496,0.8102338940319436,0.6090239690831528,0.4643591968528938
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,ridge_regressor,800,200,0.8485116808384304,0.835318533342532,0.6326085473340594,0.60348453352119
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,TSV,svr_regressor,800,200,0.879728114047296,0.8574215500670616,0.6746815448426923,0.3157542616105456
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,B,svr_regressor,800,200,0.7388272448945185,0.7134481981095112,0.5197824196673276,0.5555406659097089
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,SR,svr_regressor,800,200,0.7550129612484425,0.7570065349747316,0.5663583808110471,0.4486816790962537
level1_U1_S1_V1,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,svr_regressor,800,200,0.8933726408582079,0.8857180572402232,0.6965174138148308,0.3628520464986973
combined_U1_S1_V1_U2_S2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",1152,U,svr_regressor,800,200,0.8590714721570166,0.8571461788602182,0.6634478156761469,0.4135739494749827
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,O,svr_regressor,800,200,0.8797822557918108,0.8720399195778473,0.6855061064943351,0.5209594274043742
combined_S1_V1_S2_V2,"S1_1, S1_2, S1_3, S1_4, S1_5...",768,TSV,xgboost_regressor,800,200,0.8350690974438646,0.8116767399392766,0.6286062227614349,0.3645672032969166
level2_U2_V2,"U2_1, U2_2, U2_3, U2_4, U2_5...",256,B,xgboost_regressor,800,200,0.7211100480134833,0.6643681718396439,0.4801713103151345,0.5704875916375246
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,SR,xgboost_regressor,800,200,0.6788241650499747,0.6684527233891963,0.4839131700414645,0.5034798587333783
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,S,xgboost_regressor,800,200,0.8304476288234397,0.8268722919617505,0.6262626270534214,0.4434664203835972
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,U,xgboost_regressor,800,200,0.7944519535554225,0.7799970825051389,0.5858862893855769,0.4896270919266161
combined_U1_V1_U2_V2,"U1_1, U1_2, U1_3, U1_4, U1_5...",768,O,xgboost_regressor,800,200,0.8366487525282643,0.8300105829669739,0.6361283468979559,0.6041601026821868
